################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2025-11-26 10:34:56 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2025-11-26 08:00:33", "1650718", "178.16.142.243:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/178.16.142.243", "AS-HOSTINGER,AS47583,C2,censys,CobaltStrike,cs-watermark-987654321", "0", "DonPasci"
"2025-11-26 08:00:32", "1650717", "156.234.254.133:41867", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/156.234.254.133", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2025-11-26 08:00:30", "1650716", "8.210.253.131:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/8.210.253.131", "ALIBABA-CN-NET,AS45102,C2,censys,CobaltStrike,cs-watermark-987654321", "0", "DonPasci"
"2025-11-26 08:00:29", "1650715", "101.42.99.8:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/101.42.99.8", "AS45090,C2,censys,CobaltStrike,cs-watermark-987654321,TENCENT-NET-AP", "0", "DonPasci"
"2025-11-26 07:45:25", "1650709", "178.236.252.98:2404", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "75", "https://bazaar.abuse.ch/sample/43d553a030652bbea63531ca694e1fdc990cd8bab3a31eff066e366ce5621de3/", "xworm", "0", "abuse_ch"
"2025-11-26 06:55:58", "1650428", "161.35.154.16:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-26 00:00:30", "100", "https://search.censys.io/hosts/161.35.154.16", "AS14061,C2,censys,DIGITALOCEAN-ASN", "0", "dyingbreeds_"
"2025-11-26 06:55:58", "1650430", "39.101.165.180:60000", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2025-11-26 09:47:53", "100", "https://search.censys.io/hosts/39.101.165.180", "AS37963,censys,Viper", "0", "dyingbreeds_"
"2025-11-26 06:55:57", "1650429", "108.181.184.9:8808", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-11-26 09:43:50", "100", "https://search.censys.io/hosts/108.181.184.9", "AS40676,C2,censys,RAT", "0", "dyingbreeds_"
"2025-11-26 06:55:56", "1650431", "36.133.46.21:8001", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/36.133.46.21", "AS9808,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-11-26 06:55:55", "1650432", "54.38.54.119:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/54.38.54.119", "AS16276,censys,GoPhish,OVH,Phishing", "0", "dyingbreeds_"
"2025-11-26 06:55:54", "1650433", "104.128.132.126:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/104.128.132.126", "AS204997,censys,FIRSTBYTE-AS,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-11-26 06:55:53", "1650434", "18.134.66.83:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/18.134.66.83", "AMAZON-02,AS16509,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-11-26 06:55:53", "1650435", "209.74.64.164:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/209.74.64.164", "AS22612,censys,GoPhish,NAMECHEAP-NET,Phishing", "0", "dyingbreeds_"
"2025-11-26 06:55:52", "1650437", "91.92.242.138:57899", "ip:port", "botnet_cc", "elf.mirai", "Katana", "Mirai", "", "100", "None", "Mirai", "0", "elfdigest"
"2025-11-26 05:25:05", "1650676", "159.0.226.17:7000", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "None", "AsyncRAT,RAT", "0", "abuse_ch"
"2025-11-26 04:03:26", "1650664", "168.245.201.56:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.56", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-26 04:03:25", "1650662", "168.245.201.69:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.69", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-26 04:03:25", "1650663", "168.245.201.58:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.58", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-26 04:03:24", "1650661", "196.75.187.103:2222", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/196.75.187.103", "AS36903,C2,censys,hacktool,MetaSploit,Meterpreter,MT-MPLS", "0", "DonPasci"
"2025-11-26 04:03:23", "1650660", "185.87.199.122:9000", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/185.87.199.122", "AS210079,C2,censys,EUROBYTE,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-26 04:03:22", "1650659", "168.245.201.52:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.52", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-26 04:02:48", "1650658", "185.202.207.213:8090", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/185.202.207.213", "ANTON-LEVIN-AS,AS50053,C2,censys,Nosviak,Panel", "0", "DonPasci"
"2025-11-26 04:02:37", "1650657", "183.66.173.198:9601", "ip:port", "botnet_cc", "win.chaos", "FakeRyuk,RyukJoke,Yashma", "Chaos", "2025-11-26 09:46:11", "100", "https://search.censys.io/hosts/183.66.173.198", "AS4134,censys,Chaos,CHINANET-BACKBONE,panel", "0", "DonPasci"
"2025-11-26 04:01:51", "1650656", "159.65.14.178:8081", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2025-11-26 09:44:49", "100", "https://search.censys.io/hosts/159.65.14.178", "AS14061,C2,censys,DIGITALOCEAN-ASN,Havoc", "0", "DonPasci"
"2025-11-26 04:01:48", "1650655", "74.48.84.76:80", "ip:port", "botnet_cc", "apk.hook", "None", "Hook", "", "100", "https://search.censys.io/hosts/74.48.84.76", "AS35916,C2,censys,Hookbot,MULTA-ASN1", "0", "DonPasci"
"2025-11-26 04:01:47", "1650654", "77.0.249.74:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2025-11-26 09:49:02", "100", "https://search.censys.io/hosts/77.0.249.74", "AS6805,C2,censys,Mythic,TDDE-ASN1", "0", "DonPasci"
"2025-11-26 04:01:46", "1650653", "51.15.58.164:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/51.15.58.164", "AS12876,C2,censys,Mythic,Online", "0", "DonPasci"
"2025-11-26 04:01:40", "1650652", "45.61.52.211:80", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-11-26 09:48:14", "100", "https://search.censys.io/hosts/45.61.52.211", "AS36007,AsyncRAT,C2,censys,KAMATERA,RAT", "0", "DonPasci"
"2025-11-26 04:01:28", "1650650", "208.69.78.77:31337", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2025-11-26 09:47:08", "100", "https://search.censys.io/hosts/208.69.78.77", "AS-GLOBALTELEHOST,AS63023,C2,censys,Sliver", "0", "DonPasci"
"2025-11-26 04:01:28", "1650651", "64.176.9.162:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2025-11-26 09:48:52", "100", "https://search.censys.io/hosts/64.176.9.162", "AS-VULTR,AS20473,C2,censys,Sliver", "0", "DonPasci"
"2025-11-26 04:01:27", "1650649", "4.232.73.135:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2025-11-26 09:47:54", "100", "https://search.censys.io/hosts/4.232.73.135", "AS8075,C2,censys,MICROSOFT-CORP-MSN-AS-BLOCK,Sliver", "0", "DonPasci"
"2025-11-26 04:01:23", "1650648", "208.64.33.64:8080", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:47:08", "100", "https://search.censys.io/hosts/208.64.33.64", "AS35592,C2,censys,COOLHOUSING-AS,RAT,Remcos", "0", "DonPasci"
"2025-11-26 04:01:22", "1650647", "176.117.107.48:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:45:51", "100", "https://search.censys.io/hosts/176.117.107.48", "AS208191,C2,censys,GOHOST,RAT,Remcos", "0", "DonPasci"
"2025-11-26 04:01:21", "1650646", "5.9.16.180:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:48:34", "100", "https://search.censys.io/hosts/5.9.16.180", "AS24940,C2,censys,HETZNER-AS,RAT,Remcos", "0", "DonPasci"
"2025-11-26 04:01:08", "1650645", "158.94.210.83:443", "ip:port", "botnet_cc", "win.latrodectus", "BLACKWIDOW,IceNova,Latrodectus,Lotus", "Latrodectus", "2025-11-26 04:05:11", "100", "https://search.censys.io/hosts/158.94.210.83", "AS214943,C2,censys,Latrodectus,RAILNET", "0", "DonPasci"
"2025-11-26 04:00:28", "1650644", "124.71.32.19:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/124.71.32.19", "AS55990,C2,censys,CobaltStrike,cs-watermark-987654321,HWCSNET", "0", "DonPasci"
"2025-11-26 00:01:31", "1650443", "185.193.126.182:8080", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "100", "https://search.censys.io/hosts/185.193.126.182", "ABSTRACT,AS39287,C2,censys,open-dir,payload,Sliver", "0", "DonPasci"
"2025-11-26 00:01:25", "1650442", "172.245.152.216:2919", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:45:34", "100", "https://search.censys.io/hosts/172.245.152.216", "AS-COLOCROSSING,AS36352,C2,censys,RAT,Remcos", "0", "DonPasci"
"2025-11-25 21:50:18", "1650421", "121.127.233.111:7880", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2025-11-25 21:14:21", "1650415", "77.83.246.84:31337", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "50", "", "c2,sliver", "0", "juroots"
"2025-11-25 20:04:01", "1650389", "87.21.25.132:4444", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/87.21.25.132", "AS3269,ASN-IBSNAZ,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-25 20:04:00", "1650387", "103.8.28.200:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/103.8.28.200", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-25 20:04:00", "1650388", "103.177.47.10:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/103.177.47.10", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-25 20:01:59", "1650386", "159.65.14.178:8080", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2025-11-26 09:44:48", "100", "https://search.censys.io/hosts/159.65.14.178", "AS14061,C2,censys,DIGITALOCEAN-ASN,Havoc", "0", "DonPasci"
"2025-11-25 20:01:56", "1650385", "78.47.226.37:80", "ip:port", "botnet_cc", "apk.hook", "None", "Hook", "2025-11-26 09:49:05", "100", "https://search.censys.io/hosts/78.47.226.37", "AS24940,C2,censys,HETZNER-AS,Hookbot", "0", "DonPasci"
"2025-11-25 20:01:50", "1650384", "89.116.164.107:8888", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-11-26 09:49:21", "100", "https://search.censys.io/hosts/89.116.164.107", "AS19318,AsyncRAT,C2,censys,IS-AS-1,RAT", "0", "DonPasci"
"2025-11-25 20:01:46", "1650383", "43.160.197.177:8888", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2025-11-25 23:00:56", "100", "https://search.censys.io/hosts/43.160.197.177", "AS132203,C2,censys,Supershell,TENCENT-NET-AP-CN", "0", "DonPasci"
"2025-11-25 20:01:33", "1650382", "208.64.33.111:443", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:47:08", "100", "https://search.censys.io/hosts/208.64.33.111", "AS35592,C2,censys,COOLHOUSING-AS,RAT,Remcos", "0", "DonPasci"
"2025-11-25 20:00:43", "1650381", "158.94.210.85:443", "ip:port", "botnet_cc", "win.latrodectus", "BLACKWIDOW,IceNova,Latrodectus,Lotus", "Latrodectus", "2025-11-25 20:01:55", "100", "https://search.censys.io/hosts/158.94.210.85", "AS214943,C2,censys,Latrodectus,RAILNET", "0", "DonPasci"
"2025-11-25 20:00:37", "1650380", "143.198.52.197:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:45", "100", "https://search.censys.io/hosts/143.198.52.197", "AS14061,C2,censys,CobaltStrike,cs-watermark-666666666,DIGITALOCEAN-ASN", "0", "DonPasci"
"2025-11-25 20:00:34", "1650379", "43.153.150.122:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:41", "100", "https://search.censys.io/hosts/43.153.150.122", "AS132203,C2,censys,CobaltStrike,cs-watermark-100000,TENCENT-NET-AP-CN", "0", "DonPasci"
"2025-11-25 20:00:31", "1650378", "43.139.88.57:8880", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:46", "100", "https://search.censys.io/hosts/43.139.88.57", "AS45090,C2,censys,CobaltStrike,cs-watermark-987654321,TENCENT-NET-AP", "0", "DonPasci"
"2025-11-25 20:00:30", "1650377", "144.172.105.244:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:47", "100", "https://search.censys.io/hosts/144.172.105.244", "AS14956,C2,censys,CobaltStrike,cs-watermark-987654321,ROUTERHOSTING", "0", "DonPasci"
"2025-11-25 20:00:29", "1650376", "118.25.141.108:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:43", "100", "https://search.censys.io/hosts/118.25.141.108", "AS45090,C2,censys,CobaltStrike,cs-watermark-987654321,TENCENT-NET-AP", "0", "DonPasci"
"2025-11-25 20:00:28", "1650375", "152.32.169.68:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:39", "100", "https://search.censys.io/hosts/152.32.169.68", "AS135377,C2,censys,CobaltStrike,cs-watermark-987654321,UCLOUD-HK-AS-AP", "0", "DonPasci"
"2025-11-25 20:00:27", "1650374", "195.2.85.72:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:38", "100", "https://search.censys.io/hosts/195.2.85.72", "AS48282,C2,censys,CobaltStrike,cs-watermark-987654321,VDSINA-AS", "0", "DonPasci"
"2025-11-25 20:00:26", "1650373", "66.228.62.180:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-11-25 23:00:38", "100", "https://search.censys.io/hosts/66.228.62.180", "AKAMAI-LINODE-AP,AS63949,C2,censys,CobaltStrike,cs-watermark-987654321", "0", "DonPasci"
"2025-11-25 18:51:48", "1650345", "52.230.188.243:443", "ip:port", "botnet_cc", "win.danabot", "DanaTools", "DanaBot", "2025-11-26 09:48:41", "75", "None", "DanBot,drb-ra", "0", "abuse_ch"
"2025-11-25 18:51:32", "1650344", "5.181.2.14:443", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2025-11-26 09:48:31", "75", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2025-11-25 18:49:20", "1650343", "217.154.162.45:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2025-11-26 09:47:19", "75", "None", "drb-ra,Havoc", "0", "abuse_ch"
"2025-11-25 18:46:28", "1650342", "165.101.92.54:8443", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-11-26 09:45:00", "75", "None", "AsyncRAT,drb-ra,RAT", "0", "abuse_ch"
"2025-11-25 18:43:50", "1650340", "104.168.38.153:60000", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2025-11-26 09:43:31", "75", "None", "drb-ra,RAT", "0", "abuse_ch"
"2025-11-25 18:25:04", "1650311", "147.185.221.223:44804", "ip:port", "botnet_cc", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "100", "None", "NjRAT", "0", "abuse_ch"
"2025-11-25 18:00:59", "1650278", "5.252.178.90:443", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:48:34", "100", "https://tria.ge/251125-rp6epsdn4w", "AS39798,C2,rat,remcos,triage", "0", "DonPasci"
"2025-11-25 18:00:35", "1650277", "147.185.221.224:25126", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "https://tria.ge/251125-t555zsfn21", "AS400519,C2,triage,xworm", "0", "DonPasci"
"2025-11-25 17:42:59", "1650247", "91.231.222.29:2023", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "50", "", "c2,remcos", "0", "juroots"
"2025-11-25 17:41:53", "1650244", "121.22.248.54:65503", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "50", "", "c2,dcrat", "0", "juroots"
"2025-11-25 16:03:22", "1650133", "109.74.144.151:3334", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2025-11-26 09:43:53", "100", "https://search.censys.io/hosts/109.74.144.151", "AS29405,censys,EvilGoPhish,panel,Phishing,VNET-AS", "0", "DonPasci"
"2025-11-25 16:01:34", "1650132", "181.162.151.54:8080", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2025-11-25 23:01:06", "100", "https://search.censys.io/hosts/181.162.151.54", "AS7418,C2,censys,Quasar,RAT,TELEFONICA", "0", "DonPasci"
"2025-11-25 16:01:15", "1650130", "89.45.6.220:2919", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-11-26 09:49:23", "100", "https://search.censys.io/hosts/89.45.6.220", "AS9009,C2,censys,M247,RAT,Remcos", "0", "DonPasci"
